unique_id,ds,y,MetaARIMA,AutoARIMA,SeasonalNaive,TimesFM
T000007,2006-02-28,96283.0,86975.86029166674,100689.12108716823,89686.0,100800.28
T000007,2006-03-31,122773.0,102862.39380931681,107195.31804930027,111183.0,111591.234
T000007,2006-04-30,90793.0,74495.81358996926,100537.54319738918,86179.0,94882.8
T000007,2006-05-31,108542.0,80201.79435767801,104661.41680588145,87988.0,98998.164
T000007,2006-06-30,105770.0,81946.75509516172,102564.91940760869,90343.0,103249.31
T000007,2006-07-31,101269.0,90121.95796314256,109134.74515063842,92029.0,101858.8
T000007,2006-08-31,118692.0,100186.16233195529,111978.35521858187,98053.0,113995.09
T000007,2006-09-30,116977.0,107576.37400826477,119225.79509620494,113458.0,117444.586
T000007,2006-10-31,100137.0,91324.78135710483,110016.99379945923,94237.0,110067.47
T000007,2006-11-30,124450.0,102266.52849738492,118249.17495255846,115049.0,115972.85
T000007,2006-12-31,123823.0,114815.10428012429,123661.3475846113,116686.0,123257.77
T000008,2006-01-31,60723.0,61258.33383608287,58155.3097729668,53643.0,62304.57
T000008,2006-02-28,59013.0,57135.2975330204,53791.83057370065,46151.0,57426.496
T000008,2006-03-31,53903.0,55072.64252977836,51289.305834936065,42506.0,55107.695
T000008,2006-04-30,55107.0,54402.49194315683,56034.421424049244,51457.0,57282.086
T000008,2006-05-31,52803.0,51952.84256747589,53908.14865713864,50832.0,55101.492
T000008,2006-06-30,52135.0,55272.139501700585,57144.149276319135,57555.0,56288.508
T000008,2006-07-31,60239.0,60653.527177296375,58463.74927615898,57983.0,59072.695
T000008,2006-08-31,67950.0,66621.0782220001,60507.27408516083,61937.0,64411.84
T000008,2006-09-30,51784.0,57088.27890370645,54151.37037722397,52034.0,55418.08
T000008,2006-10-31,61284.0,61422.99693098448,57050.78080190487,57183.0,57198.316
T000008,2006-11-30,64470.0,63021.229055272386,56294.67843336006,53115.0,58120.945
T000008,2006-12-31,79203.0,62791.08226899944,57533.25201744468,58084.0,62038.316
T000009,2006-01-31,28043.0,29473.858463181903,29464.595798371658,24135.0,30386.74
T000009,2006-02-28,31437.0,30568.608645680444,30652.863820994942,28869.0,30374.139
T000009,2006-03-31,39736.0,35098.781640492496,35528.071555700844,33975.0,36309.098
T000009,2006-04-30,47661.0,35050.21487974942,35965.37182651551,34869.0,42701.992
T000009,2006-05-31,50590.0,36151.81592223159,37229.4700912964,40199.0,41777.523
T000009,2006-06-30,37780.0,29587.40460052243,30698.1194731232,29526.0,34816.195
T000009,2006-07-31,31373.0,28440.317425925252,29580.20875584454,28405.0,32352.121
T000009,2006-08-31,32064.0,30841.088172435127,32148.76342159442,25474.0,36375.867
T000009,2006-09-30,32145.0,30456.985139089746,31585.21178357733,29863.0,34615.477
T000009,2006-10-31,40353.0,35255.09623918044,36175.84469601246,40207.0,36601.766
T000009,2006-11-30,38108.0,32059.184928411334,32998.216346791436,35064.0,35224.164
T000009,2006-12-31,44751.0,35656.12054607831,36424.71364162985,40463.0,40203.85
T000010,2006-01-31,35157.0,46708.91405079775,44661.035836651354,42725.0,35546.047
T000010,2006-02-28,32322.0,42043.09887387226,39041.164724295115,30387.0,34903.14
T000010,2006-03-31,50716.0,52705.39187498158,49332.32824112642,49847.0,48323.75
T000010,2006-04-30,42163.0,45317.84912777699,41348.97351082062,42913.0,42226.734
T000010,2006-05-31,48696.0,50305.63349525907,45611.62228671469,50758.0,44059.39
T000010,2006-06-30,61703.0,58880.972057713676,53532.55771089923,55060.0,59441.215
T000010,2006-07-31,42044.0,49186.83396285332,43241.27696623354,43856.0,38067.43
T000010,2006-08-31,41766.0,50452.98904017369,43992.16394165636,40969.0,43032.22
T000010,2006-09-30,43908.0,48925.15344931057,41956.98636557331,39583.0,41593.42
T000010,2006-10-31,43530.0,49997.681996761334,42532.90333082034,42535.0,44379.25
T000010,2006-11-30,66014.0,63844.43227031176,55899.87431776491,59952.0,58697.047
T000010,2006-12-31,80455.0,78261.96678576784,69888.85938462347,74745.0,77110.375
T000011,2006-01-31,29155.0,32781.543426649136,32259.34957191444,29397.0,30112.496
T000011,2006-02-28,26432.0,27324.684248602658,25646.300307182937,21529.0,27443.754
T000011,2006-03-31,38097.0,36405.457023315466,34540.34273696162,33489.0,33981.42
T000011,2006-04-30,43065.0,39559.33413662306,37535.460998336646,41010.0,41409.254
T000011,2006-05-31,34595.0,32878.1137520658,30192.96378133003,31832.0,33685.95
T000011,2006-06-30,24807.0,25147.20892974803,21767.148260332786,19905.0,28560.979
T000011,2006-07-31,35816.0,37905.66361023576,34758.75073754717,38182.0,32659.586
T000011,2006-08-31,29093.0,32637.47937656667,28811.706665439266,29347.0,30869.523
T000011,2006-09-30,21865.0,27100.387470369747,22781.703574792868,22825.0,29753.312
T000011,2006-10-31,36590.0,41184.8892040008,37031.26563518176,40198.0,37319.953
T000011,2006-11-30,28370.0,30499.206685277117,25736.030063114733,26281.0,32942.406
T000011,2006-12-31,47647.0,47161.23460636978,42636.13994225338,46417.0,40281.293
T000012,2006-01-31,182465.0,170320.26154173882,172365.72181207215,164183.0,170287.92
T000012,2006-02-28,176180.0,170163.99193534988,173483.2375103742,181479.0,166049.72
T000012,2006-03-31,168138.0,163645.97240388705,168285.6387155832,156370.0,160511.38
T000012,2006-04-30,181765.0,171050.98959136682,181735.43325561995,183531.0,171533.28
T000012,2006-05-31,159505.0,145025.01477902502,166821.00164776627,162382.0,157502.72
T000012,2006-06-30,171757.0,156569.895316307,174800.21022235154,167860.0,162695.97
T000012,2006-07-31,221001.0,201021.15861584773,194336.20179236692,203425.0,189232.27
T000012,2006-08-31,211867.0,203009.74016701698,192484.17646732664,198992.0,195111.73
T000012,2006-09-30,166143.0,173732.38935910325,175091.30007371152,171075.0,164791.77
T000012,2006-10-31,184003.0,191001.08962212777,186628.22659074137,193622.0,176165.33
T000012,2006-11-30,167346.0,170558.14595846937,172280.68525218277,166635.0,162457.7
T000012,2006-12-31,187062.0,183427.35289650748,182261.79291084898,181011.0,173521.39
T000013,2006-01-31,1324888.0,1180269.459658433,1170849.2479786233,1065487.0,1150114.9
T000013,2006-02-28,1141391.0,1077906.7235309263,1097390.4148570914,1041061.0,1019422.2
T000013,2006-03-31,1125564.0,1077539.8316381192,1089820.5371485872,932243.0,1007182.25
T000013,2006-04-30,1109401.0,1027171.4768469919,1057906.938797303,987091.0,1046546.25
T000013,2006-05-31,1045744.0,1044708.6278557004,1067080.604085098,972313.0,948634.6
T000013,2006-06-30,959404.0,994027.4446123849,1023383.0519516573,885596.0,860387.75
T000013,2006-07-31,1196987.0,1222274.8259755613,1205220.5749674346,1147076.0,1124940.2
T000013,2006-08-31,1364825.0,1321773.3152614688,1277129.0365061262,1221159.0,1232639.8
T000013,2006-09-30,930532.0,1084441.295194482,1084013.0326025886,925417.0,995284.94
T000013,2006-10-31,1083361.0,1226503.3782869908,1199669.7960828005,1115023.0,1048909.9
T000013,2006-11-30,1043726.0,1211844.205695168,1182936.0011400813,1070488.0,1038153.75
T000013,2006-12-31,1265519.0,1303493.0426977994,1254771.3780884347,1178446.0,1190815.8
T000014,2006-01-31,8520.78,8873.9650606745,8885.256538478441,8806.55,8774.479
T000014,2006-02-28,8623.44,8546.228585338778,8669.099877506142,7520.2,8281.333
T000014,2006-03-31,9136.74,9309.162686143953,9105.407526947907,8509.7,8932.662
T000014,2006-04-30,8623.44,8000.969345378038,8677.107547091548,8410.75,8683.346
T000014,2006-05-31,8520.78,7815.274494666821,8565.211136598355,8113.9,8485.072
T000014,2006-06-30,8623.44,7987.5123466343375,8681.458416869926,8212.85,8349.281
T000014,2006-07-31,8418.12,8335.32881755301,8724.94325842543,8113.9,8183.3604
T000014,2006-08-31,8623.44,8483.376469813413,8639.472270722305,7916.0,8252.594
T000014,2006-09-30,8970.64,8875.258799907944,8635.581175311916,8106.48,8700.217
T000014,2006-10-31,9511.04,9576.254097497687,8983.833670436698,8707.83,9382.1455
T000014,2006-11-30,9620.01,9722.620254397769,9225.616281785115,9208.28,9323.336
T000014,2006-12-31,9187.65,9069.05500767155,9060.043300751584,9186.8,8874.078
T000015,2006-01-31,16009.76,13736.799914053929,14053.527330312072,15218.72,14792.566
T000015,2006-02-28,15691.32,13327.014455322987,14009.802982589248,13711.24,14776.828
T000015,2006-03-31,16412.76,14371.51454953568,15200.239925570462,14926.16,15294.301
T000015,2006-04-30,15747.46,12992.558541569577,14478.807466698134,14752.6,15285.854
T000015,2006-05-31,15203.11,12535.335816221645,14298.708570657354,14248.0,14993.04
T000015,2006-06-30,15566.05,12959.462378830067,14648.319259679232,14782.3,15109.955
T000015,2006-07-31,16501.5,14184.597217237198,15581.238861114369,15678.08,15270.125
T000015,2006-08-31,16684.85,14672.102331143877,15766.936397021916,15499.92,15395.232
T000015,2006-09-30,15018.3,14129.728826456594,15358.275883652179,15469.44,15253.074
T000015,2006-10-31,15750.9,14699.216675226213,15728.663391136128,16206.08,15437.823
T000015,2006-11-30,16630.2,15444.705112285035,16371.404444216543,17250.1,15593.282
T000015,2006-12-31,17184.54,14712.592603739608,15640.711281169875,14709.6,15278.206
T000016,2006-01-31,9758.42,9842.027176174533,9960.696533819328,9044.52,10001.941
T000016,2006-02-28,10098.83,9307.581926686213,9465.199021377499,8081.92,9463.496
T000016,2006-03-31,12040.71,10228.69332918956,10020.144067502515,8871.24,10143.363
T000016,2006-04-30,11619.52,9456.918407671397,9971.476014962602,9293.68,10185.161
T000016,2006-05-31,10563.2,8728.942580466708,9512.008520155121,8240.54,9820.07
T000016,2006-06-30,10959.32,9132.840071180082,9920.88746192512,9112.32,9765.785
T000016,2006-07-31,11889.0,10234.013764602312,10369.2800555563,10125.57,9877.507
T000016,2006-08-31,12021.1,10636.087519392904,10260.769246673348,9903.03,10022.05
T000016,2006-09-30,10700.1,9903.889156727426,9847.852321503988,9258.62,9721.343
T000016,2006-10-31,11694.84,10381.876773650505,10180.489717190629,10051.66,9958.514
T000016,2006-11-30,13280.2,11134.438918117166,10657.654390412305,10955.18,10217.643
T000016,2006-12-31,13135.85,10823.647729512708,10435.425336150607,10671.75,10036.948
T000017,2006-01-31,4015.57,3975.77227726011,3975.7575481362846,3826.4,4011.5708
T000017,2006-02-28,3923.92,3973.448137077279,3984.3951649995565,3902.58,3929.0388
T000017,2006-03-31,4254.58,3923.241848170773,3998.0378658342815,3599.36,4009.9585
T000017,2006-04-30,4260.39,3982.082842592284,4055.0179059735406,3999.96,3964.336
T000017,2006-05-31,3926.16,3905.459680514582,3961.9671133585075,3499.2,3802.8787
T000017,2006-06-30,3816.0,3932.3928071428686,4005.984803974034,3681.0,3742.9922
T000017,2006-07-31,4197.27,3966.2414847154405,4096.44679210991,3907.34,3835.1025
T000017,2006-08-31,4217.81,3977.327085235839,4103.34804541504,3982.4,3834.526
T000017,2006-09-30,4049.28,3955.837225905086,4042.6179300319222,3841.53,3808.087
T000017,2006-10-31,4256.52,4019.3989746795364,4145.332947952606,4262.75,3961.7942
T000017,2006-11-30,4361.04,4034.4704206206807,4192.892473097591,4363.05,4029.8484
T000017,2006-12-31,4253.36,3997.724376781677,4124.567017585316,4120.5,3901.1084
T000018,2006-07-31,101855.0,109671.18652410817,111164.21352536717,113942.0,104909.21
T000018,2006-08-31,90927.0,99450.02828054118,98986.9948392896,101223.0,98122.555
T000018,2006-09-30,114367.0,109414.62482173007,110193.36640607507,110468.0,107895.55
T000018,2006-10-31,97030.0,102393.56731597579,103756.60613595828,103374.0,104568.8
T000018,2006-11-30,88414.0,86877.15254487164,88533.99139977248,81231.0,89917.234
T000018,2006-12-31,100917.0,98903.3754318686,100757.09057656812,98303.0,102299.35
T000018,2007-01-31,72408.0,70674.80579865338,71939.55953929992,69743.0,75643.7
T000018,2007-02-28,64310.0,67279.84098126256,68560.66706015987,60959.0,70206.17
T000018,2007-03-31,83167.0,88145.23033932733,89049.23762722818,81621.0,92227.64
T000018,2007-04-30,98227.0,98396.61307897915,101025.44252946277,95098.0,96712.67
T000018,2007-05-31,95715.0,86205.09832193227,87677.39344123243,81821.0,85783.76
T000018,2007-06-30,107712.0,96284.79338618608,99506.56860901667,93045.0,90892.445
T000019,2006-07-31,50416.0,55573.46750777904,55667.15304129947,56022.0,57174.43
T000019,2006-08-31,61136.0,63718.4116826803,63968.23455281988,63088.0,63490.29
T000019,2006-09-30,52097.0,55214.43852807316,55321.42754902352,57132.0,52742.13
T000019,2006-10-31,54955.0,55537.29336644646,55565.87917087303,54413.0,52447.82
T000019,2006-11-30,59051.0,63201.505968382524,63157.40792100718,64935.0,55010.242
T000019,2006-12-31,55308.0,62724.289637318165,62758.50750907352,60737.0,58148.934
T000019,2007-01-31,50051.0,60492.87764717852,60442.39773894411,62522.0,54299.832
T000019,2007-02-28,55259.0,61168.910949358615,61152.918323981474,62233.0,56855.125
T000019,2007-03-31,60513.0,64462.1497067019,64462.397577165466,64432.0,62447.58
T000019,2007-04-30,40579.0,47647.95037812148,47697.67346145542,44526.0,45732.47
T000019,2007-05-31,32810.0,42433.91414608722,42449.43781311532,41698.0,40813.48
T000019,2007-06-30,38095.0,41808.84684780259,41804.10538257133,42696.0,38897.76
T000020,2006-07-31,17517.0,17532.148773489644,15617.413187674561,17259.0,17696.018
T000020,2006-08-31,11951.0,12678.740517298538,12722.410503977895,13288.0,11892.587
T000020,2006-09-30,10313.0,10940.038807464645,11028.406063154041,10720.0,10472.02
T000020,2006-10-31,12206.0,12495.823348010419,11534.142179811237,11596.0,11909.08
T000020,2006-11-30,10121.0,11429.934224002793,11248.877421299987,10704.0,11281.927
T000020,2006-12-31,16721.0,16907.905537773015,16095.086582223372,19242.0,16187.63
T000020,2007-01-31,9349.0,13044.365900516628,13240.4680138756,14481.0,14274.346
T000020,2007-02-28,17936.0,16788.750556219813,15189.972415826081,13436.0,17661.482
T000020,2007-03-31,12207.0,13826.545485669498,13151.766318088086,12046.0,14278.577
T000020,2007-04-30,14750.0,13992.808440845005,14895.451901152188,16944.0,13497.574
T000020,2007-05-31,8675.0,9602.52018461666,9493.791451610614,9128.0,8312.894
T000020,2007-06-30,11357.0,12227.481236518026,10556.630603599253,9937.0,11340.972
T000021,2006-07-31,19011.0,17622.183748638123,18366.88495848021,19340.0,19058.975
T000021,2006-08-31,16729.0,14737.57188448912,13963.076805764205,16442.0,18930.447
T000021,2006-09-30,18314.0,16200.938923872985,16729.18792801512,17789.0,19721.7
T000021,2006-10-31,20876.0,19900.343554088675,20746.127678195047,22043.0,20758.615
T000021,2006-11-30,27110.0,29671.56842007197,28695.73220472874,26906.0,30919.28
T000021,2006-12-31,34836.0,34278.14740660849,34647.69531379892,32771.0,38484.223
T000021,2007-01-31,13529.0,13435.898373258802,14346.97895351436,15861.0,18655.057
T000021,2007-02-28,22703.0,20388.495956854393,19323.784316892466,18388.0,21821.559
T000021,2007-03-31,20804.0,19613.667374662266,19611.281735954188,18608.0,21978.004
T000021,2007-04-30,19761.0,17429.10547226705,18011.255375569643,19240.0,20056.457
T000021,2007-05-31,23458.0,19103.72773342755,18962.770075086653,17790.0,22844.057
T000021,2007-06-30,26332.0,27818.168043788573,27744.439630461944,26629.0,28938.35
T000022,2006-07-31,11412.0,11512.80252445076,11340.156758166993,11869.0,12560.454
T000022,2006-08-31,12805.0,11377.484402513957,11572.928548357248,13479.0,13247.756
T000022,2006-09-30,10465.0,12545.483586465638,12341.776386451369,11919.0,14274.4
T000022,2006-10-31,15174.0,11616.495393525027,11807.735787767462,14140.0,13333.321
T000022,2006-11-30,13686.0,15293.57150386097,15168.179827102413,14609.0,16293.193
T000022,2006-12-31,17939.0,16788.750673288276,16985.119117040584,17743.0,17283.742
T000022,2007-01-31,7669.0,8650.373282097582,8532.687307615812,9885.0,10722.28
T000022,2007-02-28,17108.0,14953.656773220004,15114.593513015956,14967.0,17441.846
T000022,2007-03-31,13577.0,11259.53006180583,11177.046012252793,10927.0,13999.007
T000022,2007-04-30,12936.0,10566.47463493428,10717.760569095954,10671.0,13836.732
T000022,2007-05-31,13885.0,14392.420453697645,14314.289677646373,12720.0,16789.65
T000022,2007-06-30,10392.0,9265.716335116842,9433.726071703266,9610.0,12409.574
T000023,2006-07-31,7809.0,8196.616116836689,8356.574389434392,8345.0,8689.5625
T000023,2006-08-31,5437.0,4863.691202817161,4627.445238750698,4994.0,5964.165
T000023,2006-09-30,5701.0,5304.049963040593,5576.916839999599,5835.0,6225.635
T000023,2006-10-31,12651.0,7410.918991011104,8413.116830318148,8762.0,7099.8545
T000023,2006-11-30,5387.0,6135.334709467013,5822.503688395613,6822.0,6982.974
T000023,2006-12-31,9805.0,10470.08688721632,11380.3636704061,10313.0,10956.742
T000023,2007-01-31,5582.0,5552.706735104635,5755.612647539852,5382.0,6845.969
T000023,2007-02-28,7195.0,7825.760887590775,8177.730425797023,8004.0,7450.213
T000023,2007-03-31,6599.0,6210.697911512002,6267.162992823138,6396.0,7237.684
T000023,2007-04-30,5727.0,5281.100021798214,5361.548861638495,5375.0,6549.48
T000023,2007-05-31,5467.0,4906.175560861699,5063.721063942799,5052.0,6130.0513
T000023,2007-06-30,7863.0,6611.123488681351,6752.011050739293,6539.0,7415.3086
T000024,2006-07-31,10941.0,11465.830159180961,11483.622861361773,13189.0,9858.251
T000024,2006-08-31,8322.0,9755.424992036658,9731.029082411558,11317.0,8088.0947
T000024,2006-09-30,6486.0,6833.372992916664,6769.333506127612,8425.0,6920.6294
T000024,2006-10-31,7718.0,6678.166272868547,6650.458616491244,7327.0,7438.0625
T000024,2006-11-30,5637.0,6298.815935332514,6295.615485815948,6230.0,7367.769
T000024,2006-12-31,6542.0,7104.038712019594,7086.840941753484,7651.0,7580.9814
T000024,2007-01-31,7044.0,9557.10484630389,9520.852173365016,10916.0,8293.241
T000024,2007-02-28,10009.0,9522.712211200314,9515.269335315246,9530.0,9533.964
T000024,2007-03-31,7906.0,7402.054240810681,7395.339260600426,7614.0,7230.9033
T000024,2007-04-30,8370.0,7081.6928397955435,7085.240418224796,6818.0,7312.1646
T000024,2007-05-31,6827.0,6412.23926985785,6415.842305073306,5987.0,6938.4043
T000024,2007-06-30,6498.0,7603.323020237979,7604.915996007973,7334.0,8126.984
T000025,2006-07-31,7106.0,6911.962061925984,6860.2600681880795,7466.0,7189.0127
T000025,2006-08-31,4946.0,5299.698720469538,5210.401339120768,5255.0,6175.4614
T000025,2006-09-30,4795.0,5517.084813337074,5368.077835792644,5350.0,6270.341
T000025,2006-10-31,6993.0,7278.348820214477,7260.073610872003,7240.0,8266.241
T000025,2006-11-30,4620.0,4525.645910436022,4508.66166235452,4628.0,5650.5913
T000025,2006-12-31,6513.0,5629.5806721057115,5690.598048573645,5900.0,7091.332
T000025,2007-01-31,4636.0,4473.955279032971,4442.504971092626,4415.0,5761.9717
T000025,2007-02-28,5698.0,5442.526063911697,5439.337407063121,5663.0,6749.838
T000025,2007-03-31,8323.0,7620.179040715444,7506.443630355166,7604.0,8242.933
T000025,2007-04-30,11127.0,11361.371987895653,11305.711607245168,11188.0,12615.352
T000025,2007-05-31,6757.0,5597.960100389546,5606.830713526901,5749.0,6996.0625
T000025,2007-06-30,5602.0,4316.276721090491,4259.6612940237,4377.0,5126.8555
T000026,2006-07-31,23288.0,22720.854937930268,22611.222057195522,22604.0,19966.396
T000026,2006-08-31,19116.0,18603.368465038282,18258.209989249895,18122.0,17702.531
T000026,2006-09-30,19205.0,16072.793781310498,15571.530165465738,14994.0,15477.07
T000026,2006-10-31,23347.0,20695.035970521494,20174.788188197053,20312.0,18108.041
T000026,2006-11-30,24581.0,23108.259513651075,22424.650932560242,22353.0,20053.65
T000026,2006-12-31,28614.0,22824.996524476683,22028.71065587549,21897.0,20870.889
T000026,2007-01-31,33231.0,28883.706015507265,27380.262095358095,27965.0,23708.115
T000026,2007-02-28,19833.0,22019.183454197584,20871.98475828798,21972.0,18956.746
T000026,2007-03-31,22230.0,19928.193563096323,18438.30412517083,18973.0,16998.762
T000026,2007-04-30,20813.0,19249.82423638231,17670.657976377835,18710.0,16210.307
T000026,2007-05-31,17975.0,18076.607252304224,16532.130522293097,17099.0,14508.39
T000026,2007-06-30,18505.0,18353.623259587577,16688.31464401109,17897.0,15299.64
T000027,2006-07-31,32052.0,29399.574345404515,26681.889983559173,28873.0,22548.041
T000027,2006-08-31,23286.0,22955.641573741734,22508.56294736925,20693.0,19640.168
T000027,2006-09-30,21691.0,21590.608749323663,22451.83157396168,17195.0,18008.383
T000027,2006-10-31,23880.0,24932.551020679446,25002.689641656445,19653.0,20380.836
