unique_id,ds,y,MetaARIMA,AutoARIMA,SeasonalNaive,Moirai2
T000003,1981-08-31,6296.0,6140.77805656251,6684.254624902684,7366.0,5881.9663
T000003,1981-09-30,6500.0,6473.841282345609,6820.513234539301,7421.0,6346.574
T000003,1981-10-31,4957.0,5806.052791249051,6032.086466201579,6561.0,5932.8213
T000003,1981-11-30,5058.0,6055.707349167364,6455.128739672543,6921.0,5840.7646
T000003,1981-12-31,4674.0,5853.185321264111,6239.656877107233,6650.0,6096.0312
T000003,1982-01-31,4370.0,7733.17225050353,8217.56650357218,8579.0,6483.602
T000003,1982-02-28,4010.0,7367.566344401892,7883.646492771422,8202.0,6299.099
T000003,1982-03-31,3633.0,6755.856470207297,7301.591690957244,7582.0,5998.6216
T000003,1982-04-30,4680.0,6164.545722906835,6633.014124252251,6880.0,6038.997
T000003,1982-05-31,4963.0,6240.339095020723,6623.452870148077,6841.0,6099.8853
T000003,1982-06-30,5355.0,6173.906059116343,6426.382752400202,6618.0,6135.3706
T000003,1982-07-31,5060.0,5184.555549542248,5550.221999560672,5719.0,5910.6294
T000004,1986-06-30,40.75,47.63702689257705,47.40330989254861,45.47,45.551285
T000004,1986-07-31,41.53,46.09588415015734,46.768956934969374,45.87,45.864674
T000004,1986-08-31,38.07,49.32404936322322,47.74616449117339,46.64,46.531067
T000004,1986-09-30,41.42,47.83072319127473,46.30516329865393,47.98,45.542274
T000004,1986-10-31,35.34,42.1930630993525,44.31120672058041,43.58,43.87528
T000004,1986-11-30,42.9,50.75632373509551,48.90274736257594,43.71,47.205856
T000004,1986-12-31,37.79,50.64800671772455,49.53145004773491,52.44,46.786655
T000004,1987-01-31,42.23,48.7513356684409,48.27956017985364,48.63,45.448532
T000004,1987-02-28,44.52,48.33284868867109,47.69365456630859,45.67,44.96563
T000004,1987-03-31,43.13,50.15472219537516,48.9982458286323,49.56,45.926403
T000004,1987-04-30,43.29,48.14739904404908,46.943084330004076,44.56,45.015533
T000004,1987-05-31,42.65,47.50705297950807,46.95228301514533,46.32,44.82843
T000005,1979-12-31,1800.0,882.0336300705553,1146.8076264088397,1077.0,836.88806
T000005,1980-01-31,2799.0,1798.2504226657743,1965.6146893564508,2011.0,1889.2335
T000005,1980-02-29,4701.0,4204.80470936071,4592.592859119275,4504.0,3977.6538
T000005,1980-03-31,6427.0,5008.274161249307,5977.851679282792,6417.0,5392.472
T000005,1980-04-30,6134.0,4030.860957391318,5013.762808029654,5253.0,4521.1772
T000005,1980-05-31,5686.0,3815.8172178911627,3862.0138349178346,3564.0,3795.3188
T000005,1980-06-30,5056.0,3717.6334437481205,3689.698507114002,3464.0,3359.9468
T000005,1980-07-31,4157.0,2827.6247538439384,2738.826316396466,2557.0,2485.0173
T000005,1980-08-31,2880.0,1943.2866230419095,1890.8349152520102,1927.0,1772.3452
T000005,1980-09-30,1754.0,1219.4435781822929,1037.8661886351185,984.0,1175.3201
T000005,1980-10-31,972.0,840.0298002435546,681.0170337131125,699.0,949.36316
T000005,1980-11-30,909.0,762.7631102011901,634.7327739567995,708.0,953.2001
T000006,1979-12-31,120652.0,110761.1780035706,108277.01885335517,98618.0,117446.58
T000006,1980-01-31,143008.0,137027.78334619934,136738.86397664083,115199.0,137248.44
T000006,1980-02-29,193415.0,206068.67264160787,197610.37590069132,166369.0,195448.56
T000006,1980-03-31,222637.0,188029.7479255019,188397.71651020448,175057.0,193268.53
T000006,1980-04-30,187172.0,186028.00075159158,185596.88448385685,173856.0,180988.33
T000006,1980-05-31,183758.0,165020.08636357766,158156.88618289214,133181.0,161542.4
T000006,1980-06-30,162622.0,149452.84824843612,148493.9168917651,139844.0,148068.86
T000006,1980-07-31,110771.0,101280.86980357938,103938.44623158734,99098.0,107836.57
T000006,1980-08-31,170540.0,125378.71762083397,127065.69276490802,123147.0,136243.38
T000006,1980-09-30,191787.0,143202.90423736023,143780.07380181312,136589.0,151390.92
T000006,1980-10-31,144563.0,113654.10607308935,114624.0267477512,109528.0,117571.875
T000006,1980-11-30,124708.0,82633.71019614855,84643.98660454382,88284.0,93645.7
T000007,1979-12-31,539.0,281.08912263857565,390.56798385986554,552.0,646.6161
T000007,1980-01-31,557.0,312.86301659485235,351.482678823777,463.0,645.9378
T000007,1980-02-29,656.0,728.6906254529382,446.3413966641716,679.0,806.05054
T000007,1980-03-31,744.0,609.1808960037687,443.7064322797162,673.0,815.6333
T000007,1980-04-30,618.0,665.8119553911836,455.12461127902293,699.0,804.62695
T000007,1980-05-31,673.0,626.4072794469937,467.8602724705574,728.0,826.62866
T000007,1980-06-30,872.0,767.696571347757,635.1805108834756,1109.0,858.38477
T000007,1980-07-31,522.0,346.4388524717751,403.74280578214245,582.0,732.27075
T000007,1980-08-31,585.0,382.46300813009884,410.33021674328097,597.0,755.6013
T000007,1980-09-30,649.0,567.8094316917388,463.9078258938742,719.0,812.0572
T000007,1980-10-31,669.0,535.428642005126,438.87566424154784,662.0,803.5344
T000007,1980-11-30,973.0,504.8902486601856,448.97636104862687,685.0,790.6059
T000008,1979-12-31,3805.0,3806.3717313996094,3761.2609462599503,4010.0,4083.4573
T000008,1980-01-31,4978.0,4848.599854874092,4859.367406637561,5150.0,5139.589
T000008,1980-02-29,9169.0,10378.302877364318,10298.592186868369,9470.0,9785.02
T000008,1980-03-31,10185.0,11256.801404669746,11274.65113675557,11154.0,11842.287
T000008,1980-04-30,10844.0,11812.615619752256,11746.044280782073,11396.0,11262.484
T000008,1980-05-31,12410.0,11455.113906740817,11379.354818302128,10048.0,11118.096
T000008,1980-06-30,12097.0,12745.531805921593,12742.420822042219,12656.0,12205.975
T000008,1980-07-31,5576.0,6229.7029472208,6145.705162866869,6081.0,6124.245
T000008,1980-08-31,5683.0,5023.646985583084,5030.809704117337,5045.0,5030.241
T000008,1980-09-30,5999.0,5087.427908649008,5061.022495080721,5085.0,5308.21
T000008,1980-10-31,4673.0,3988.985834664654,3902.486575329458,3659.0,4095.3745
T000008,1980-11-30,4554.0,3317.519818772903,3327.3310322564835,3551.0,3591.7524
T000009,1986-11-30,4419.0,4464.671815390863,4595.81722163463,4762.0,4567.7163
T000009,1986-12-31,4386.0,4206.6544809524175,4423.226897577088,4964.0,4556.6553
T000009,1987-01-31,4270.0,4369.378482361936,4694.877303019586,4794.0,4748.0674
T000009,1987-02-28,4512.0,4658.825843937741,4961.084048885834,4473.0,5136.7393
T000009,1987-03-31,5861.0,5416.699208485572,5749.758105789233,5212.0,5525.4146
T000009,1987-04-30,4255.0,3522.7795344659507,3893.2381590377327,3518.0,4292.7666
T000009,1987-05-31,3299.0,3153.8719381873766,3362.6786405596613,2863.0,3959.32
T000009,1987-06-30,4070.0,3729.827257888152,4284.102596874054,3955.0,4089.9224
T000009,1987-07-31,5329.0,4414.940498244206,4881.760176561717,4638.0,4705.989
T000009,1987-08-31,8180.0,8002.768504665819,8457.87361998109,8562.0,7747.856
T000009,1987-09-30,7789.0,5113.089242452798,5607.238621183173,5507.0,5434.5386
T000009,1987-10-31,5709.0,4675.086895562938,5327.254646598976,4898.0,4632.955
T000010,1987-04-30,3031.0,5318.117766791371,5486.312328297125,4340.0,5277.218
T000010,1987-05-31,3723.0,5136.277061743938,4988.071457092789,3525.0,5257.7217
T000010,1987-06-30,4057.0,5879.219385209021,5957.567162923446,5073.0,5518.5156
T000010,1987-07-31,2978.0,5601.046438321754,5536.513035526589,4191.0,5461.4976
T000010,1987-08-31,3852.0,6019.758482718553,6319.80238645901,4555.0,5678.758
T000010,1987-09-30,3281.0,6067.795981857273,5994.051976919779,5075.0,5885.9004
T000010,1987-10-31,3309.0,6005.261503668742,6055.109140833376,4942.0,5669.214
T000010,1987-11-30,3176.0,5925.859407872965,5943.347650101174,5021.0,5283.468
T000010,1987-12-31,2593.0,5810.295262767611,5885.298936865888,5748.0,4981.07
T000010,1988-01-31,2851.0,5715.048534166407,5871.654165429729,4897.0,4819.952
T000010,1988-02-29,3417.0,5635.565273674902,5601.703707470856,4873.0,4952.7393
T000010,1988-03-31,4115.0,6387.618980631035,6668.232794939294,5869.0,5364.7754
T000011,1985-03-31,28.2,25.83390796708145,28.49025043140443,20.3,28.026701
T000011,1985-04-30,27.1,29.752061453904776,28.895060993273123,29.1,30.8948
T000011,1985-05-31,22.2,26.103337902931635,28.76121205192936,24.6,28.230532
T000011,1985-06-30,25.0,25.477270300090314,28.74845157807431,25.3,28.101007
T000011,1985-07-31,28.7,31.020720931347977,30.44286612093473,36.2,31.368496
T000011,1985-08-31,30.3,25.818274261344655,30.724121331099926,25.6,28.496233
T000011,1985-09-30,19.9,25.09082527265074,28.38144943458149,25.3,27.546103
T000011,1985-10-31,28.7,28.67748190343979,31.005048827454015,36.8,29.392256
T000011,1985-11-30,25.9,28.772270695960632,30.11758863187274,33.6,29.471321
T000011,1985-12-31,27.9,27.058703342416273,29.362791254757525,30.4,28.892002
T000011,1986-01-31,28.5,28.655391107075893,30.39118736789991,37.9,30.496662
T000011,1986-02-28,20.6,21.84107977841726,28.84290919221089,27.2,26.015947
T000012,1985-03-31,20.4,20.267057786526646,21.30243116014071,19.2,20.150488
T000012,1985-04-30,22.7,22.979639768318332,23.13020479809245,22.2,22.212393
T000012,1985-05-31,18.4,20.457428710603804,19.723853648625006,23.2,19.448391
T000012,1985-06-30,19.8,20.11274076418078,20.88030166299107,21.5,19.423288
T000012,1985-07-31,22.9,26.840565165919138,23.903099219526222,29.8,23.79498
T000012,1985-08-31,19.8,19.934936791240972,21.05245115284437,22.6,19.61221
T000012,1985-09-30,14.4,20.71437017292337,21.270354169201653,23.6,19.690962
T000012,1985-10-31,18.0,21.20605490698862,20.880688865569542,22.8,20.422462
T000012,1985-11-30,20.4,20.561681205388442,20.300934662260758,21.8,19.62461
T000012,1985-12-31,24.6,19.99379763009058,19.680227622641375,20.2,19.25821
T000012,1986-01-31,25.3,26.51312991999162,23.11335107672559,26.2,25.530207
T000012,1986-02-28,13.8,17.22470168572403,19.723038155582834,16.0,18.395924
T000013,1982-07-31,1649.0,1936.026865695902,1934.3268135444732,1632.0,1825.3379
T000013,1982-08-31,1756.0,1894.6163017296296,1894.686609349774,1687.0,1606.5869
T000013,1982-09-30,1105.0,1528.0744036615688,1530.1455159963816,1330.0,1322.2068
T000013,1982-10-31,1152.0,1837.7729434012206,1842.315932349625,1760.0,1394.7761
T000013,1982-11-30,1207.0,1925.4192409956545,1930.5779256277958,1869.0,1534.208
T000013,1982-12-31,1158.0,1744.6117640959837,1748.18275106032,1524.0,1422.1094
T000013,1983-01-31,1128.0,1835.9877309116926,1839.956319206853,1686.0,1460.4109
T000013,1983-02-28,986.0,1785.098735641003,1785.2414622217484,1751.0,1413.5742
T000013,1983-03-31,846.0,1325.6881659743235,1318.835549605527,1015.0,1197.7927
T000013,1983-04-30,1173.0,1223.8749744605361,1215.792271601915,788.0,1265.6671
T000013,1983-05-31,2171.0,1977.371805842699,1979.1287350079629,1524.0,1747.4268
T000013,1983-06-30,2700.0,2261.5756658433047,2264.4433965078883,1872.0,1954.7886
T000014,1985-08-31,3992.5,7364.953173437305,7221.210299692765,15730.0,5670.347
T000014,1985-09-30,5485.0,7107.018623010605,6649.093942584573,12550.0,5251.7725
T000014,1985-10-31,2497.5,6053.705762283097,6514.6106165033225,11802.5,4708.0317
T000014,1985-11-30,9905.0,6942.661342130299,7125.857573508066,15200.0,4362.623
T000014,1985-12-31,9227.5,6792.257568295925,6536.649690008277,11925.0,4339.0117
T000014,1986-01-31,10177.5,6482.273338699417,5988.3715144462585,8877.5,3761.776
T000014,1986-02-28,8207.5,6779.045598906399,6050.440741868374,9222.5,3486.634
T000014,1986-03-31,8142.5,6709.174150838657,7184.778361858045,15527.5,3217.6497
T000014,1986-04-30,6880.0,6620.008111291605,5964.083555889778,8742.5,2873.5564
T000014,1986-05-31,4390.0,6717.931369275863,6067.082491249665,9315.0,2736.0334
T000014,1986-06-30,3842.5,6688.686195355042,5875.027707849351,8247.5,2695.641
T000014,1986-07-31,8315.0,6663.773868234593,5243.0910083705685,4735.0,2547.5127
T000015,1977-12-31,102.0,93.68471947230397,93.68471947230397,121.0,94.77549
T000015,1978-01-31,92.0,96.08123762536785,96.08123762536785,135.0,95.96243
T000015,1978-02-28,89.0,96.08123762536785,96.08123762536785,135.0,96.125626
T000015,1978-03-31,93.0,96.59477722959582,96.59477722959582,138.0,95.237564
T000015,1978-04-30,88.0,93.85589934037995,93.85589934037995,122.0,95.14862
T000015,1978-05-31,95.0,94.19825907653194,94.19825907653194,124.0,95.90121
T000015,1978-06-30,98.0,91.97292079154404,91.97292079154404,111.0,96.35055
T000015,1978-07-31,99.0,90.6034818469361,90.6034818469361,103.0,97.71659
T000015,1978-08-31,97.0,90.26112211078411,90.26112211078411,101.0,97.91926
T000015,1978-09-30,98.0,89.57640263848015,89.57640263848015,97.0,96.86668
T000015,1978-10-31,93.0,88.3781435619482,88.3781435619482,90.0,96.53299
T000015,1978-11-30,101.0,88.89168316617618,88.89168316617618,93.0,98.154655
T000016,1977-11-30,31.0,30.159446794692318,26.08139868073364,28.3,27.50742
T000016,1977-12-31,31.9,32.062531568660795,26.42713289357788,29.9,29.746494
T000016,1978-01-31,26.2,30.758116136801316,27.161818095871897,33.3,30.883074
T000016,1978-02-28,33.7,33.378270077888416,29.193006596331827,42.7,31.470821
T000016,1978-03-31,29.5,32.37567178222003,28.890489160093114,41.3,32.089993
T000016,1978-04-30,35.2,35.61922284354465,29.754824692203723,45.3,32.190563
T000016,1978-05-31,32.3,32.80762278241116,28.501538170643343,39.5,31.699884
T000016,1978-06-30,31.3,29.694400464151958,27.35629359059679,34.2,30.975243
T000016,1978-07-31,33.0,31.57954635532146,27.939720074771447,36.9,30.974403
T000016,1978-08-31,30.6,29.264964931783673,27.226643260780197,33.6,30.9618
T000016,1978-09-30,31.7,28.703075599338746,26.643216776605534,30.9,31.420435
T000016,1978-10-31,30.9,28.718174235007663,25.714056079586634,26.6,31.715017
T000017,1984-10-31,3011.7,2968.6725972095014,2988.0809808146605,1789.07,2820.6567
T000017,1984-11-30,2808.26,2993.0047775659436,2988.0809808146605,3177.25,2873.642
T000017,1984-12-31,3843.41,2993.0047775659436,2988.0809808146605,3039.63,2842.6125
T000017,1985-01-31,4338.05,2993.0047775659436,2988.0809808146605,2221.88,2791.5015
T000017,1985-02-28,3941.14,2993.0047775659436,2988.0809808146605,2969.82,2853.5127
T000017,1985-03-31,3268.99,2993.0047775659436,2988.0809808146605,2610.81,2849.4075
T000017,1985-04-30,3257.03,2993.0047775659436,2988.0809808146605,3514.32,2847.2268
T000017,1985-05-31,4192.45,2993.0047775659436,2988.0809808146605,2279.72,2941.6487
T000017,1985-06-30,2084.26,2993.0047775659436,2988.0809808146605,1840.93,3060.377
T000017,1985-07-31,5227.6,2993.0047775659436,2988.0809808146605,4539.49,3045.7004
T000017,1985-08-31,3123.39,2993.0047775659436,2988.0809808146605,2120.16,2998.811
T000017,1985-09-30,2590.86,2993.0047775659436,2988.0809808146605,3626.01,3057.1384
T000018,1981-08-31,6372.71,7948.499893767762,7603.150735139274,8745.41,8275.015
T000018,1981-09-30,7463.84,7379.685617798296,6943.109034080805,6806.1,8018.924
T000018,1981-10-31,6866.85,8864.079139168638,8744.171720390574,8952.26,8990.831
T000018,1981-11-30,1606.9,1293.1917367974843,1994.9139226085404,1405.39,4299.082
T000018,1981-12-31,6424.55,7707.3950711511725,7743.989131925844,7562.64,7737.8774
T000018,1982-01-31,5487.23,7224.193001199835,7561.831348344334,6559.41,7780.9746
T000018,1982-02-28,3563.16,6944.080908644167,7439.517038328086,6538.1,7561.134
T000018,1982-03-31,5600.57,8854.67418450883,8339.582026428676,8883.89,7815.6265
T000018,1982-04-30,6640.57,9697.53908264197,9717.987053668989,9371.54,9231.115
T000018,1982-05-31,5681.69,8463.323615394025,8434.986425396077,8139.19,8787.766
T000018,1982-06-30,6415.91,8035.217018386718,7946.626085187424,7537.95,7808.918
T000018,1982-07-31,7129.81,6626.859352592907,6759.839476457466,5355.45,7513.9727
T000019,1981-08-31,6192.94,7615.589563562938,7886.211728759404,8386.82,8166.1836
T000019,1981-09-30,7272.63,7673.2441761916625,8632.428178905786,8952.3,8839.071
T000019,1981-10-31,4819.68,8368.430800718237,9197.79587157236,8944.45,8608.647
T000019,1981-11-30,632.16,-164.13443456742118,893.1022703219958,739.68,2788.6152
T000019,1981-12-31,6013.65,6746.9707805641,7707.507506364632,7724.29,7511.8027
T000019,1982-01-31,5727.32,8146.050646268351,9216.579138474122,9282.3,8675.097
T000019,1982-02-28,5989.47,7560.409151393772,8565.5117393404,8638.1,8202.447
T000019,1982-03-31,5858.84,8833.127659033893,9899.357699574533,9839.43,9135.2295
T000019,1982-04-30,4274.57,8538.007170945464,9549.834007913023,9447.45,8618.897
T000019,1982-05-31,5330.62,6568.694742693453,7569.1320820543415,7067.82,7551.7334
T000019,1982-06-30,7981.59,7193.546927988402,8185.557196627193,7878.69,7770.369
T000019,1982-07-31,6128.42,6321.883989314594,7279.6431501982015,6494.98,7604.795
T000020,1981-08-31,9856.94,10612.288680790754,10346.737322897081,10477.2,10484.283
T000020,1981-09-30,11110.1,9748.939165575872,9668.083775178111,9941.4,10275.6875
T000020,1981-10-31,8334.32,10673.871069012144,10286.582711057987,10180.0,10631.094
T000020,1981-11-30,809.57,923.5008384821116,725.958783698632,887.61,3388.709
T000020,1981-12-31,9706.67,9469.824733452217,9104.750605244735,9484.34,9573.1875
T000020,1982-01-31,9925.42,10980.547491663407,10706.814031072361,10994.7,10698.885
T000020,1982-02-28,9994.74,10364.239594710682,10030.90358616031,10395.2,10171.045
T000020,1982-03-31,10022.7,11164.206890230478,10872.973030192543,11084.3,10784.175
T000020,1982-04-30,9421.18,10407.335920353795,10123.644580625178,10260.1,10150.66
T000020,1982-05-31,8935.15,9604.763393425019,9334.84721836875,9426.45,9560.006
T000020,1982-06-30,10642.5,11006.667352878398,10679.750403475418,11081.8,9846.697
T000020,1982-07-31,9329.66,9868.966052681519,9637.311423255216,9477.98,10140.473
T000021,1980-08-31,2417.0,2372.427140985954,2595.2355656451846,3506.0,2495.0305
T000021,1980-09-30,2534.29,3406.6189174605456,3237.970328889143,3272.69,3530.166
T000021,1980-10-31,2515.48,3170.839239448837,3074.6046363519777,3066.98,2928.7725
T000021,1980-11-30,874.0,1224.3409046530462,1196.777799679869,1316.36,1674.5082
T000021,1980-12-31,2110.99,2786.5277927379184,2652.055750956376,2578.99,2765.4507
T000021,1981-01-31,1710.21,3858.3844715217865,3961.8782001679024,3913.8,3607.4443
T000021,1981-02-28,2033.23,2840.4418043823375,2697.947738144862,3032.52,2721.8682
T000021,1981-03-31,1756.23,2694.570625186883,2910.842181178167,3326.0,2211.5674
T000021,1981-04-30,2491.0,3148.2655878514297,3152.6197664096744,3066.12,2840.4802
T000021,1981-05-31,2369.0,3414.4473032513097,3276.897643265441,3138.41,3152.4233
T000021,1981-06-30,2365.0,3139.2628690306997,3050.054745247081,2808.51,3076.351
T000021,1981-07-31,2149.0,2505.367303467338,2438.2336750300205,2352.03,2323.9885
T000022,1980-12-31,39.01,38.97436864598697,38.97436864598697,39.51,37.65977
T000022,1981-01-31,35.14,39.25117995083667,39.25117995083667,43.42,37.884315
T000022,1981-02-28,34.56,38.0974197277513,38.0974197277513,37.74,37.922962
T000022,1981-03-31,37.0,38.48892034806043,38.48892034806043,39.0,38.114674
T000022,1981-04-30,27.83,39.64132570850182,39.64132570850182,42.87,38.34749
T000022,1981-05-31,48.48,39.01446288263709,39.01446288263709,39.46,38.306076
T000022,1981-06-30,44.24,39.813379416501114,39.813379416501114,41.92,38.37427
T000022,1981-07-31,27.36,34.830881480227134,34.830881480227134,26.91,37.635803
T000022,1981-08-31,41.49,39.74957739533275,39.74957739533275,41.6,37.790245
T000022,1981-09-30,38.35,38.152767189983265,38.152767189983265,38.31,37.63711
T000022,1981-10-31,37.71,39.2638793997303,39.2638793997303,41.02,37.795853
T000022,1981-11-30,39.27,37.726292602493395,37.726292602493395,35.6,37.692276
T000023,1983-01-31,703.0,694.1394026803504,694.0,678.0,685.709
T000023,1983-02-28,671.0,693.0241812375472,694.0,670.0,685.3725
T000023,1983-03-31,688.0,691.4907517536927,694.0,659.0,685.0738
T000023,1983-04-30,679.0,697.6244696891106,694.0,703.0,685.8517
T000023,1983-05-31,683.0,694.4182080410512,694.0,680.0,686.5134
T000023,1983-06-30,663.0,693.4423892785984,694.0,673.0,686.98114
T000023,1983-07-31,680.0,693.8605973196496,694.0,676.0,687.17017
T000023,1983-08-31,693.0,694.4182080410512,694.0,680.0,687.8393
T000023,1983-09-30,668.0,695.5334294838544,694.0,688.0,689.1121
T000023,1983-10-31,685.0,695.2546241231536,694.0,686.0,688.8483
T000023,1983-11-30,679.0,693.9999999999999,694.0,677.0,690.52313
T000023,1983-12-31,644.0,696.3698455659568,694.0,694.0,690.7328
T000024,1982-09-30,608.0,980.4704491712207,1007.6086215593452,1207.0,1097.0338
T000024,1982-10-31,947.0,1017.1691577792449,945.786502054472,1000.0,925.54376
T000024,1982-11-30,1232.0,863.3776708273139,802.0944076885245,773.0,717.88275
T000024,1982-12-31,1132.0,643.9380865006082,557.7650080340226,528.0,571.65247
T000024,1983-01-31,1190.0,862.2602832812736,754.7313527172481,634.0,694.20215
T000024,1983-02-28,1293.0,1105.2176557521016,1007.923539313553,880.0,950.592
T000024,1983-03-31,1028.0,1049.9778583172956,954.262932889453,722.0,1058.2277
T000024,1983-04-30,1035.0,1037.5395990462175,935.1450023755244,677.0,1119.7926
T000024,1983-05-31,1635.0,1128.9575345996807,1035.6172596144957,957.0,1156.4033
T000024,1983-06-30,1612.0,1791.3868892934943,1735.0885766352646,1734.0,1742.7687
T000024,1983-07-31,1855.0,2076.1346463927707,2004.2393161054629,2323.0,2153.869
T000024,1983-08-31,1421.0,1908.9004845301097,1793.983325535406,1763.0,1979.501
T000025,1980-12-31,6532.0,1674.35557670125,1520.4099967415013,1356.0,1312.9869
T000025,1981-01-31,2637.0,2832.9705790798625,2967.4390097274945,2489.0,2095.009
T000025,1981-02-28,5427.0,4794.672012834506,5138.576468688778,5028.0,4151.2256
T000025,1981-03-31,4303.0,5980.492187757693,6048.761224979314,5618.0,5419.735
T000025,1981-04-30,5539.0,5289.570638784383,5273.27619894542,4916.0,4389.666
T000025,1981-05-31,2240.0,3872.5436998708083,4126.861051420024,4186.0,2822.5027
T000025,1981-06-30,4389.0,4289.169562198511,4804.428155119723,3966.0,2983.8188
T000025,1981-07-31,5289.0,4201.731104209908,4692.5037379962605,4225.0,2680.5845
T000025,1981-08-31,5114.0,4119.821915233326,4979.903516344937,4634.0,2491.2388
T000025,1981-09-30,6090.0,3864.9417118326946,4667.29354834246,3475.0,2281.253
T000025,1981-10-31,3673.0,2418.171449645796,2652.3739636233367,1548.0,1811.4797
T000025,1981-11-30,2436.0,1894.2345555757545,1836.149276756517,856.0,1474.4923
T000026,1981-12-31,5061.0,3318.7717686243905,3036.0798678799883,3902.0,2384.2793
T000026,1982-01-31,4516.0,3532.9157210348953,3971.684856408053,3559.0,2377.94
T000026,1982-02-28,3798.0,3593.097983298334,3170.3930770103016,3840.0,2335.02
T000026,1982-03-31,2695.0,3427.841210400662,2661.4501339708063,3483.0,2332.7634
T000026,1982-04-30,1314.0,3889.103190275218,3239.609464744467,4122.0,2414.7617
T000026,1982-05-31,3409.0,3826.897827825451,3462.4133648950683,3941.0,2403.0347
T000026,1982-06-30,2496.0,3825.790769445027,3082.3762806493733,4109.0,2365.2737
T000026,1982-07-31,3514.0,3838.098251760699,2997.660052321616,3511.0,2351.9707
T000026,1982-08-31,5800.0,3897.422035199154,3241.509219244141,3667.0,2423.2402
T000026,1982-09-30,4776.0,4075.5135257881925,3259.3614261086027,4416.0,2389.5208
T000026,1982-10-31,4578.0,3964.718887585961,3108.3244719509057,4065.0,2443.197
T000026,1982-11-30,4037.0,3148.860433391698,3118.2175056200526,1732.0,2448.5632
T000027,1981-12-31,1840.0,2214.7233367403837,2141.8304503214367,2427.0,2167.0532
T000027,1982-01-31,1798.0,1991.6250928387801,1965.9453726494341,1986.0,2137.8577
T000027,1982-02-28,1574.0,2340.7977784450813,2325.5127340298022,2937.0,2100.7827
T000027,1982-03-31,1506.0,1974.3838113398801,1957.9231900500265,1731.0,2055.406
T000027,1982-04-30,1664.0,1825.8921323197387,1808.2715132495182,1417.0,2040.9471
T000027,1982-05-31,1710.0,1695.5158394910168,1677.3540961630022,941.0,2023.567
T000027,1982-06-30,844.0,2218.4126622384792,2204.268735742037,2402.0,2028.6145
T000027,1982-07-31,1056.0,2110.765185734489,2095.832180899738,2138.0,1999.9877
