unique_id,ds,y,MetaARIMA,AutoARIMA,SeasonalNaive,Moirai2
T000015,2006-09-30,15018.3,14129.728826456594,15358.275883652179,15469.44,14598.439
T000015,2006-10-31,15750.9,14699.216675226213,15728.663391136128,16206.08,15099.641
T000015,2006-11-30,16630.2,15444.705112285035,16371.404444216543,17250.1,15630.807
T000015,2006-12-31,17184.54,14712.592603739608,15640.711281169875,14709.6,14775.357
T000016,2006-01-31,9758.42,9842.027176174533,9960.696533819328,9044.52,10100.469
T000016,2006-02-28,10098.83,9307.581926686213,9465.199021377499,8081.92,9872.781
T000016,2006-03-31,12040.71,10228.69332918956,10020.144067502515,8871.24,10291.052
T000016,2006-04-30,11619.52,9456.918407671397,9971.476014962602,9293.68,10185.141
T000016,2006-05-31,10563.2,8728.942580466708,9512.008520155121,8240.54,9674.649
T000016,2006-06-30,10959.32,9132.840071180082,9920.88746192512,9112.32,9814.862
T000016,2006-07-31,11889.0,10234.013764602312,10369.2800555563,10125.57,10210.462
T000016,2006-08-31,12021.1,10636.087519392904,10260.769246673348,9903.03,10053.152
T000016,2006-09-30,10700.1,9903.889156727426,9847.852321503988,9258.62,9863.876
T000016,2006-10-31,11694.84,10381.876773650505,10180.489717190629,10051.66,10106.447
T000016,2006-11-30,13280.2,11134.438918117166,10657.654390412305,10955.18,10512.051
T000016,2006-12-31,13135.85,10823.647729512708,10435.425336150607,10671.75,10138.877
T000017,2006-01-31,4015.57,3975.77227726011,3975.7575481362846,3826.4,4095.432
T000017,2006-02-28,3923.92,3973.448137077279,3984.3951649995565,3902.58,4035.7969
T000017,2006-03-31,4254.58,3923.241848170773,3998.0378658342815,3599.36,4043.2031
T000017,2006-04-30,4260.39,3982.082842592284,4055.0179059735406,3999.96,4130.3516
T000017,2006-05-31,3926.16,3905.459680514582,3961.9671133585075,3499.2,3988.044
T000017,2006-06-30,3816.0,3932.3928071428686,4005.984803974034,3681.0,3999.641
T000017,2006-07-31,4197.27,3966.2414847154405,4096.44679210991,3907.34,4025.0059
T000017,2006-08-31,4217.81,3977.327085235839,4103.34804541504,3982.4,4023.605
T000017,2006-09-30,4049.28,3955.837225905086,4042.6179300319222,3841.53,4039.999
T000017,2006-10-31,4256.52,4019.3989746795364,4145.332947952606,4262.75,4203.298
T000017,2006-11-30,4361.04,4034.4704206206807,4192.892473097591,4363.05,4134.2134
T000017,2006-12-31,4253.36,3997.724376781677,4124.567017585316,4120.5,4103.6494
T000018,2006-07-31,101855.0,109671.18652410817,111164.21352536717,113942.0,104981.22
T000018,2006-08-31,90927.0,99450.02828054118,98986.9948392896,101223.0,98602.09
T000018,2006-09-30,114367.0,109414.62482173007,110193.36640607507,110468.0,108816.42
T000018,2006-10-31,97030.0,102393.56731597579,103756.60613595828,103374.0,101837.22
T000018,2006-11-30,88414.0,86877.15254487164,88533.99139977248,81231.0,87351.97
T000018,2006-12-31,100917.0,98903.3754318686,100757.09057656812,98303.0,97733.19
T000018,2007-01-31,72408.0,70674.80579865338,71939.55953929992,69743.0,69601.14
T000018,2007-02-28,64310.0,67279.84098126256,68560.66706015987,60959.0,65993.1
T000018,2007-03-31,83167.0,88145.23033932733,89049.23762722818,81621.0,87574.52
T000018,2007-04-30,98227.0,98396.61307897915,101025.44252946277,95098.0,97647.93
T000018,2007-05-31,95715.0,86205.09832193227,87677.39344123243,81821.0,84272.78
T000018,2007-06-30,107712.0,96284.79338618608,99506.56860901667,93045.0,95489.664
T000019,2006-07-31,50416.0,55573.46750777904,55667.15304129947,56022.0,54762.19
T000019,2006-08-31,61136.0,63718.4116826803,63968.23455281988,63088.0,63304.484
T000019,2006-09-30,52097.0,55214.43852807316,55321.42754902352,57132.0,54317.797
T000019,2006-10-31,54955.0,55537.29336644646,55565.87917087303,54413.0,53952.0
T000019,2006-11-30,59051.0,63201.505968382524,63157.40792100718,64935.0,60089.6
T000019,2006-12-31,55308.0,62724.289637318165,62758.50750907352,60737.0,62560.613
T000019,2007-01-31,50051.0,60492.87764717852,60442.39773894411,62522.0,58334.324
T000019,2007-02-28,55259.0,61168.910949358615,61152.918323981474,62233.0,60995.695
T000019,2007-03-31,60513.0,64462.1497067019,64462.397577165466,64432.0,65610.11
T000019,2007-04-30,40579.0,47647.95037812148,47697.67346145542,44526.0,49823.92
T000019,2007-05-31,32810.0,42433.91414608722,42449.43781311532,41698.0,43861.188
T000019,2007-06-30,38095.0,41808.84684780259,41804.10538257133,42696.0,43935.42
T000020,2006-07-31,17517.0,17532.148773489644,15617.413187674561,17259.0,17672.727
T000020,2006-08-31,11951.0,12678.740517298538,12722.410503977895,13288.0,11590.899
T000020,2006-09-30,10313.0,10940.038807464645,11028.406063154041,10720.0,10207.512
T000020,2006-10-31,12206.0,12495.823348010419,11534.142179811237,11596.0,11622.637
T000020,2006-11-30,10121.0,11429.934224002793,11248.877421299987,10704.0,10045.41
T000020,2006-12-31,16721.0,16907.905537773015,16095.086582223372,19242.0,16185.176
T000020,2007-01-31,9349.0,13044.365900516628,13240.4680138756,14481.0,12147.625
T000020,2007-02-28,17936.0,16788.750556219813,15189.972415826081,13436.0,15537.048
T000020,2007-03-31,12207.0,13826.545485669498,13151.766318088086,12046.0,10977.537
T000020,2007-04-30,14750.0,13992.808440845005,14895.451901152188,16944.0,12904.569
T000020,2007-05-31,8675.0,9602.52018461666,9493.791451610614,9128.0,9226.331
T000020,2007-06-30,11357.0,12227.481236518026,10556.630603599253,9937.0,11175.139
T000021,2006-07-31,19011.0,17622.183748638123,18366.88495848021,19340.0,17078.734
T000021,2006-08-31,16729.0,14737.57188448912,13963.076805764205,16442.0,15690.605
T000021,2006-09-30,18314.0,16200.938923872985,16729.18792801512,17789.0,16957.936
T000021,2006-10-31,20876.0,19900.343554088675,20746.127678195047,22043.0,19502.219
T000021,2006-11-30,27110.0,29671.56842007197,28695.73220472874,26906.0,26852.55
T000021,2006-12-31,34836.0,34278.14740660849,34647.69531379892,32771.0,33160.125
T000021,2007-01-31,13529.0,13435.898373258802,14346.97895351436,15861.0,15139.93
T000021,2007-02-28,22703.0,20388.495956854393,19323.784316892466,18388.0,17623.664
T000021,2007-03-31,20804.0,19613.667374662266,19611.281735954188,18608.0,18971.322
T000021,2007-04-30,19761.0,17429.10547226705,18011.255375569643,19240.0,16477.79
T000021,2007-05-31,23458.0,19103.72773342755,18962.770075086653,17790.0,17673.723
T000021,2007-06-30,26332.0,27818.168043788573,27744.439630461944,26629.0,27478.723
T000022,2006-07-31,11412.0,11512.80252445076,11340.156758166993,11869.0,11365.218
T000022,2006-08-31,12805.0,11377.484402513957,11572.928548357248,13479.0,11171.613
T000022,2006-09-30,10465.0,12545.483586465638,12341.776386451369,11919.0,11758.103
T000022,2006-10-31,15174.0,11616.495393525027,11807.735787767462,14140.0,11982.516
T000022,2006-11-30,13686.0,15293.57150386097,15168.179827102413,14609.0,14329.889
T000022,2006-12-31,17939.0,16788.750673288276,16985.119117040584,17743.0,16433.943
T000022,2007-01-31,7669.0,8650.373282097582,8532.687307615812,9885.0,10235.11
T000022,2007-02-28,17108.0,14953.656773220004,15114.593513015956,14967.0,15033.512
T000022,2007-03-31,13577.0,11259.53006180583,11177.046012252793,10927.0,11583.869
T000022,2007-04-30,12936.0,10566.47463493428,10717.760569095954,10671.0,11413.775
T000022,2007-05-31,13885.0,14392.420453697645,14314.289677646373,12720.0,14259.234
T000022,2007-06-30,10392.0,9265.716335116842,9433.726071703266,9610.0,10578.014
T000023,2006-07-31,7809.0,8196.616116836689,8356.574389434392,8345.0,8519.537
T000023,2006-08-31,5437.0,4863.691202817161,4627.445238750698,4994.0,5371.7075
T000023,2006-09-30,5701.0,5304.049963040593,5576.916839999599,5835.0,5272.3203
T000023,2006-10-31,12651.0,7410.918991011104,8413.116830318148,8762.0,5958.175
T000023,2006-11-30,5387.0,6135.334709467013,5822.503688395613,6822.0,6141.5776
T000023,2006-12-31,9805.0,10470.08688721632,11380.3636704061,10313.0,11075.448
T000023,2007-01-31,5582.0,5552.706735104635,5755.612647539852,5382.0,5323.8247
T000023,2007-02-28,7195.0,7825.760887590775,8177.730425797023,8004.0,7239.921
T000023,2007-03-31,6599.0,6210.697911512002,6267.162992823138,6396.0,5690.5127
T000023,2007-04-30,5727.0,5281.100021798214,5361.548861638495,5375.0,5324.378
T000023,2007-05-31,5467.0,4906.175560861699,5063.721063942799,5052.0,5227.2847
T000023,2007-06-30,7863.0,6611.123488681351,6752.011050739293,6539.0,6570.0054
T000024,2006-07-31,10941.0,11465.830159180961,11483.622861361773,13189.0,10739.241
T000024,2006-08-31,8322.0,9755.424992036658,9731.029082411558,11317.0,7821.1104
T000024,2006-09-30,6486.0,6833.372992916664,6769.333506127612,8425.0,6173.804
T000024,2006-10-31,7718.0,6678.166272868547,6650.458616491244,7327.0,6220.384
T000024,2006-11-30,5637.0,6298.815935332514,6295.615485815948,6230.0,6291.83
T000024,2006-12-31,6542.0,7104.038712019594,7086.840941753484,7651.0,7001.007
T000024,2007-01-31,7044.0,9557.10484630389,9520.852173365016,10916.0,8342.744
T000024,2007-02-28,10009.0,9522.712211200314,9515.269335315246,9530.0,9375.102
T000024,2007-03-31,7906.0,7402.054240810681,7395.339260600426,7614.0,6963.6533
T000024,2007-04-30,8370.0,7081.6928397955435,7085.240418224796,6818.0,6793.034
T000024,2007-05-31,6827.0,6412.23926985785,6415.842305073306,5987.0,6309.209
T000024,2007-06-30,6498.0,7603.323020237979,7604.915996007973,7334.0,7342.7812
T000025,2006-07-31,7106.0,6911.962061925984,6860.2600681880795,7466.0,6542.3276
T000025,2006-08-31,4946.0,5299.698720469538,5210.401339120768,5255.0,5340.691
T000025,2006-09-30,4795.0,5517.084813337074,5368.077835792644,5350.0,5980.202
T000025,2006-10-31,6993.0,7278.348820214477,7260.073610872003,7240.0,7868.8555
T000025,2006-11-30,4620.0,4525.645910436022,4508.66166235452,4628.0,4935.923
T000025,2006-12-31,6513.0,5629.5806721057115,5690.598048573645,5900.0,6047.912
T000025,2007-01-31,4636.0,4473.955279032971,4442.504971092626,4415.0,5126.87
T000025,2007-02-28,5698.0,5442.526063911697,5439.337407063121,5663.0,5622.779
T000025,2007-03-31,8323.0,7620.179040715444,7506.443630355166,7604.0,7386.6377
T000025,2007-04-30,11127.0,11361.371987895653,11305.711607245168,11188.0,11682.881
T000025,2007-05-31,6757.0,5597.960100389546,5606.830713526901,5749.0,5607.943
T000025,2007-06-30,5602.0,4316.276721090491,4259.6612940237,4377.0,4628.192
T000026,2006-07-31,23288.0,22720.854937930268,22611.222057195522,22604.0,22008.75
T000026,2006-08-31,19116.0,18603.368465038282,18258.209989249895,18122.0,18654.004
T000026,2006-09-30,19205.0,16072.793781310498,15571.530165465738,14994.0,17567.287
T000026,2006-10-31,23347.0,20695.035970521494,20174.788188197053,20312.0,19484.086
T000026,2006-11-30,24581.0,23108.259513651075,22424.650932560242,22353.0,22286.697
T000026,2006-12-31,28614.0,22824.996524476683,22028.71065587549,21897.0,23317.424
T000026,2007-01-31,33231.0,28883.706015507265,27380.262095358095,27965.0,28904.854
T000026,2007-02-28,19833.0,22019.183454197584,20871.98475828798,21972.0,21098.652
T000026,2007-03-31,22230.0,19928.193563096323,18438.30412517083,18973.0,19679.53
T000026,2007-04-30,20813.0,19249.82423638231,17670.657976377835,18710.0,19694.816
T000026,2007-05-31,17975.0,18076.607252304224,16532.130522293097,17099.0,19407.234
T000026,2007-06-30,18505.0,18353.623259587577,16688.31464401109,17897.0,19752.3
T000027,2006-07-31,32052.0,29399.574345404515,26681.889983559173,28873.0,25077.365
T000027,2006-08-31,23286.0,22955.641573741734,22508.56294736925,20693.0,22344.875
T000027,2006-09-30,21691.0,21590.608749323663,22451.83157396168,17195.0,20699.926
T000027,2006-10-31,23880.0,24932.551020679446,25002.689641656445,19653.0,22654.38
