unique_id,ds,y,MetaARIMA,AutoARIMA,SeasonalNaive,Chronos2
T000005,1994-11-30,6150.0,2682.9650630243204,1869.9374446354132,1800.0,2131.8823
T000005,1994-12-31,1500.0,1846.6818869125989,535.8632595179495,6750.0,2007.4543
T000005,1995-01-31,1650.0,2439.7941183558632,1434.173974982871,2400.0,2126.2566
T000005,1995-02-28,1650.0,2100.0907812829255,715.6363238341728,4200.0,2092.997
T000005,1995-03-31,4050.0,2270.8847618912073,1011.1387083097891,450.0,2066.9075
T000005,1995-04-30,1650.0,2228.7675484313777,851.0252061212865,2400.0,2287.9302
T000005,1995-05-31,3150.0,2193.6040746933954,705.6721946329834,3000.0,2000.1007
T000005,1995-06-30,150.0,2272.9341617526675,879.4403027052779,1650.0,2367.0544
T000005,1995-07-31,3900.0,2176.8499943398215,536.3628425293696,1950.0,2079.1028
T000005,1995-08-31,2100.0,2272.7614159929108,809.9290547749665,750.0,2242.7405
T000006,1994-09-30,3000.0,3928.290232569685,4281.439844607588,1500.0,3999.9912
T000006,1994-10-31,2850.0,4068.5977225428983,4281.439844607588,2550.0,4002.9727
T000006,1994-11-30,5250.0,4389.300556767385,4281.439844607588,4950.0,4005.934
T000006,1994-12-31,1800.0,4629.827682435751,4281.439844607588,6750.0,3974.5264
T000006,1995-01-31,3600.0,4228.949139655142,4281.439844607588,3750.0,3977.248
T000006,1995-02-28,3300.0,4669.915536713812,4281.439844607588,7050.0,3929.616
T000006,1995-03-31,5850.0,4008.4659411258067,4281.439844607588,2100.0,3902.2407
T000006,1995-04-30,5100.0,4168.8173582380505,4281.439844607588,3300.0,3921.6482
T000006,1995-05-31,3450.0,4469.4762653235075,4281.439844607588,5550.0,3900.71
T000006,1995-06-30,3600.0,4369.256629628355,4281.439844607588,4800.0,3882.4033
T000006,1995-07-31,6000.0,4208.9052125161115,4281.439844607588,3600.0,3879.5808
T000006,1995-08-31,2700.0,4409.344483906416,4281.439844607588,5100.0,3862.3423
T000007,1994-09-30,2550.0,2850.8678722903737,2834.081968634111,3150.0,3236.361
T000007,1994-10-31,1350.0,2850.8678722903737,2834.081795384094,3450.0,3082.7852
T000007,1994-11-30,7950.0,2850.8678722903737,2834.081622134088,2850.0,3140.0134
T000007,1994-12-31,1950.0,2850.8678722903737,2834.081448884092,7800.0,3038.4773
T000007,1995-01-31,1500.0,2850.8678722903737,2834.0812756341065,2550.0,3015.8882
T000007,1995-02-28,2250.0,2850.8678722903737,2834.081102384132,4200.0,2874.9658
T000007,1995-03-31,4950.0,2850.8678722903737,2834.080929134168,3000.0,2871.4995
T000007,1995-04-30,1650.0,2850.8678722903737,2834.0807558842143,3000.0,2993.5151
T000007,1995-05-31,4200.0,2850.8678722903737,2834.0805826342717,2550.0,2836.4424
T000007,1995-06-30,2700.0,2850.8678722903737,2834.0804093843394,2250.0,2955.9897
T000007,1995-07-31,4800.0,2850.8678722903737,2834.0802361344176,3900.0,2866.2673
T000007,1995-08-31,1950.0,2850.8678722903737,2834.0800628845063,4200.0,2938.5725
T000008,1994-09-30,4380.0,2506.971232735457,3650.7146836895154,4900.0,3333.239
T000008,1994-10-31,2200.0,3782.1101987926713,3610.9471590255703,4820.0,3306.3215
T000008,1994-11-30,3540.0,3644.9549662166655,3122.498545723754,2780.0,3212.8477
T000008,1994-12-31,2480.0,3057.447562819267,3326.356117752383,3540.0,3280.5078
T000008,1995-01-31,2060.0,3606.6765670893974,3583.635310101063,4840.0,3422.8284
T000008,1995-02-28,2820.0,3451.6105993617853,3652.2079226280666,5100.0,3356.9243
T000008,1995-03-31,2820.0,3236.2392792136548,3159.2960738572033,2820.0,3239.6047
T000008,1995-04-30,2280.0,3572.835429373685,3747.459184786156,5620.0,3276.7234
T000008,1995-05-31,2740.0,3268.794518171937,3236.9632090683817,3380.0,3335.645
T000008,1995-06-30,1140.0,3025.742896872463,2925.251407898564,1480.0,3226.4216
T000008,1995-07-31,1900.0,3175.622613295392,3151.8630490929227,2320.0,3113.9597
T000008,1995-08-31,4240.0,3279.242291666056,3294.7260152300155,3320.0,3217.8616
T000009,1994-09-30,4540.0,4557.466972151211,4227.376120633748,5440.0,4634.769
T000009,1994-10-31,2900.0,4745.068326924621,3906.008658275223,5260.0,4687.495
T000009,1994-11-30,4500.0,4631.29914203007,3606.2038888257584,5060.0,4720.6387
T000009,1994-12-31,3540.0,4403.53908234358,2892.30532371166,3460.0,4741.926
T000009,1995-01-31,3840.0,4992.445251059899,3580.4249398343536,6260.0,4791.796
T000009,1995-02-28,4080.0,4965.099719927474,3372.858993918879,6140.0,4793.216
T000009,1995-03-31,3620.0,4557.146454311646,2668.886096856135,4380.0,4739.632
T000009,1995-04-30,3820.0,4541.030972223142,2752.2837235831457,5080.0,4677.7334
T000009,1995-05-31,4880.0,4566.758553050225,2523.8641468684064,4740.0,4623.4854
T000009,1995-06-30,2800.0,4550.744639741211,2120.09752243771,3800.0,4500.716
T000009,1995-07-31,3640.0,4854.114989987033,2417.646460629763,5060.0,4477.3438
T000009,1995-08-31,4100.0,4523.70463052791,2079.4824991547503,4260.0,4554.166
T000010,1994-09-30,3940.0,3096.9440594773955,3367.3108081949604,3480.0,3105.5005
T000010,1994-10-31,2200.0,3069.999848018374,3224.030214613306,3720.0,3244.096
T000010,1994-11-30,3640.0,3069.0958132002315,3108.9414680156897,3460.0,3290.665
T000010,1994-12-31,3000.0,3069.065480935594,2730.222601810583,2020.0,3280.5344
T000010,1995-01-31,2600.0,3069.0644632244844,3928.721397924891,4980.0,3285.7493
T000010,1995-02-28,2800.0,3069.0644290781415,3156.7938716672875,3380.0,3209.3054
T000010,1995-03-31,2400.0,3069.06442793246,2889.3743551307366,2920.0,3139.2222
T000010,1995-04-30,3420.0,3069.0644278940204,3112.0934999764904,3540.0,3086.6013
T000010,1995-05-31,2980.0,3069.0644278927307,2829.6370666643306,2620.0,2980.8503
T000010,1995-06-30,1780.0,3069.0644278926875,2788.9555980198356,2540.0,2848.2495
T000010,1995-07-31,2800.0,3069.064427892686,2553.256780416466,2100.0,2788.6523
T000010,1995-08-31,3520.0,3069.064427892686,3155.367886802863,3900.0,2909.8423
T000011,1994-09-30,1140.0,7559.112918622406,6163.880387890049,1320.0,3420.4976
T000011,1994-10-31,2200.0,3103.770259192318,3269.266941192491,1560.0,3174.574
T000011,1994-11-30,4000.0,6737.401992878265,4386.171088907036,8320.0,3371.162
T000011,1994-12-31,10120.0,4351.141346173609,2695.8973517437316,1760.0,3266.7622
T000011,1995-01-31,300.0,5886.513492381722,3172.6481561812675,5380.0,3358.1824
T000011,1995-02-28,6860.0,4898.621565903719,2161.1891555572033,13820.0,3323.8716
T000011,1995-03-31,3540.0,5534.252778056852,2324.291341614754,7360.0,3217.835
T000011,1995-04-30,3540.0,5125.273792568344,1702.011462007468,980.0,3399.938
T000011,1995-05-31,120.0,5388.419791967304,1719.322866980096,1180.0,3291.4082
T000011,1995-06-30,2400.0,5219.1059165441775,1324.9090516806018,2940.0,3274.6172
T000011,1995-07-31,14320.0,5328.046156852885,1280.997311538319,8840.0,3285.873
T000011,1995-08-31,140.0,5257.95163017065,1023.3630580379154,3780.0,3393.3623
T000012,1994-09-30,1650.0,3770.9262229534443,3396.7589250532865,550.0,3310.7332
T000012,1994-10-31,2150.0,3744.3190207882376,3396.75882956378,3950.0,3141.35
T000012,1994-11-30,5000.0,3744.7427038912588,3396.7587340742766,550.0,3313.637
T000012,1994-12-31,2550.0,3744.7359573205117,3396.758638584776,2000.0,3252.8389
T000012,1995-01-31,3750.0,3744.736064750373,3396.7585430952777,4150.0,3266.9026
T000012,1995-02-28,3100.0,3744.7360630397,3396.7584476057823,5900.0,3265.536
T000012,1995-03-31,3000.0,3744.7360630669405,3396.7583521162896,2700.0,3265.8582
T000012,1995-04-30,2250.0,3744.7360630665066,3396.7582566267997,2500.0,3268.5515
T000012,1995-05-31,1650.0,3744.7360630665135,3396.7581611373125,4650.0,3185.7305
T000012,1995-06-30,3800.0,3744.7360630665135,3396.758065647828,2750.0,3256.585
T000012,1995-07-31,6850.0,3744.7360630665135,3396.7579701583463,9250.0,3205.8655
T000012,1995-08-31,2100.0,3744.7360630665135,3396.757874668867,2100.0,3264.3357
T000013,1994-09-30,3350.0,5193.936772089648,5140.726953670875,2650.0,5879.156
T000013,1994-10-31,2600.0,5160.912984026346,4463.661558418992,6350.0,5118.846
T000013,1994-11-30,3500.0,5164.623205684891,5107.606236248597,1900.0,5578.513
T000013,1994-12-31,1700.0,5164.20636238608,3456.6020438510127,8900.0,5551.302
T000013,1995-01-31,1100.0,5164.253194718958,3776.7040629483527,6950.0,4990.615
T000013,1995-02-28,3200.0,5164.247933107678,3759.5346937607455,6500.0,4980.135
T000013,1995-03-31,5150.0,5164.248524249558,3682.4248632487192,6450.0,4413.257
T000013,1995-04-30,4450.0,5164.248457834784,3960.1234816607384,4800.0,5488.9194
T000013,1995-05-31,7000.0,5164.248465296482,3377.36323176154,6800.0,4194.0293
T000013,1995-06-30,2450.0,5164.248464458161,4238.039004420563,2800.0,4687.1094
T000013,1995-07-31,9950.0,5164.248464552346,3172.3412165550126,6800.0,4205.6733
T000013,1995-08-31,2500.0,5164.248464541764,3532.170548535072,4900.0,4747.791
T000014,1994-09-30,840.0,2090.3474769444165,2163.4942382284466,1560.0,2071.1267
T000014,1994-10-31,1280.0,2100.945278469574,2464.6125673615134,1380.0,2072.6267
T000014,1994-11-30,2140.0,2126.85101553107,2232.624283552331,940.0,2098.3984
T000014,1994-12-31,580.0,2049.133804346582,2187.28443689262,2260.0,2100.1768
T000014,1995-01-31,980.0,2046.7787373409915,2146.1476632519416,2300.0,2047.2021
T000014,1995-02-28,1880.0,2013.8077992627238,2053.5673608603875,2860.0,1999.6128
T000014,1995-03-31,2460.0,1987.9020622012279,2005.3826336375857,3300.0,1872.1887
T000014,1995-04-30,1680.0,2064.4417398829205,1940.0587316114074,2000.0,1753.9653
T000014,1995-05-31,1340.0,2010.275198754338,1880.013578115087,2920.0,1521.0563
T000014,1995-06-30,840.0,2105.655412480755,1824.3897471656753,1300.0,1313.9607
T000014,1995-07-31,1860.0,2022.0505337822906,1767.4623015114973,2720.0,1203.2393
T000014,1995-08-31,1360.0,2020.8730002794953,1713.9597605472577,2740.0,1190.807
T000015,1994-09-30,1180.0,1393.8716060031984,1314.782032662286,1420.0,1178.3561
T000015,1994-10-31,620.0,1359.7789613550403,1314.7819607236177,1380.0,1129.8441
T000015,1994-11-30,1460.0,1359.7789613550403,1314.7818887849535,1880.0,1111.3864
T000015,1994-12-31,460.0,1359.7789613550403,1314.7818168462932,1840.0,1096.1692
T000015,1995-01-31,560.0,1359.7789613550403,1314.7817449076367,2040.0,1091.8009
T000015,1995-02-28,1120.0,1359.7789613550403,1314.7816729689844,2040.0,1051.3468
T000015,1995-03-31,1440.0,1359.7789613550403,1314.7816010303359,2640.0,1042.95
T000015,1995-04-30,1320.0,1359.7789613550403,1314.7815290916913,920.0,1037.6104
T000015,1995-05-31,800.0,1359.7789613550403,1314.7814571530507,2040.0,1016.6138
T000015,1995-06-30,640.0,1359.7789613550403,1314.781385214414,820.0,976.0338
T000015,1995-07-31,1220.0,1359.7789613550403,1314.7813132757813,260.0,982.93475
T000015,1995-08-31,1180.0,1359.7789613550403,1314.7812413371523,1880.0,1019.9429
T000016,1994-09-30,2400.0,2436.68546554948,1941.7269984673112,2640.0,1925.0797
T000016,1994-10-31,1200.0,2094.6696697440875,1807.9086938315252,2040.0,1931.9467
T000016,1994-11-30,960.0,1985.2290101193746,1721.9902106070876,1680.0,1941.501
T000016,1994-12-31,720.0,2094.6696697440875,1773.5690544191539,2040.0,1945.559
T000016,1995-01-31,2520.0,2422.991648618226,2081.3229711255244,3120.0,1956.461
T000016,1995-02-28,3240.0,2240.5905492437046,1881.7990175236232,2520.0,1967.0087
T000016,1995-03-31,2040.0,1729.8674709950444,1296.929193508603,840.0,1979.8638
T000016,1995-04-30,3240.0,2787.7938473672693,2277.276612475897,4320.0,1987.8833
T000016,1995-05-31,4600.0,1857.5482405572097,1443.534642562839,1260.0,1995.0728
T000016,1995-06-30,2520.0,2167.6301094938963,1670.1600254708212,2280.0,2002.244
T000016,1995-07-31,1800.0,1948.7487902444705,1546.4012712807726,1560.0,2016.1218
T000016,1995-08-31,1560.0,2094.6696697440875,1547.1105431938759,2040.0,2020.6749
T000017,1994-09-30,1800.0,2615.983084711406,2624.328897793634,1320.0,2765.3535
T000017,1994-10-31,3360.0,2633.918419571706,2624.328897793634,3000.0,2686.131
T000017,1994-11-30,2400.0,2633.918419571706,2624.328897793634,1200.0,2579.9631
T000017,1994-12-31,3000.0,2633.918419571706,2624.328897793634,3120.0,2582.62
T000017,1995-01-31,3120.0,2633.918419571706,2624.328897793634,1680.0,2550.4534
T000017,1995-02-28,1800.0,2633.918419571706,2624.328897793634,1560.0,2522.0237
T000017,1995-03-31,2280.0,2633.918419571706,2624.328897793634,2160.0,2518.8699
T000017,1995-04-30,4080.0,2633.918419571706,2624.328897793634,1920.0,2484.2305
T000017,1995-05-31,1680.0,2633.918419571706,2624.328897793634,3480.0,2549.728
T000017,1995-06-30,2400.0,2633.918419571706,2624.328897793634,2040.0,2501.9275
T000017,1995-07-31,2880.0,2633.918419571706,2624.328897793634,3120.0,2553.2576
T000017,1995-08-31,1440.0,2633.918419571706,2624.328897793634,3720.0,2540.0874
T000018,1994-10-31,4000.0,2390.465345598981,2390.465345598981,2800.0,2389.2812
T000018,1994-11-30,3300.0,2390.465345598981,2390.465345598981,3200.0,2502.5566
T000018,1994-12-31,2950.0,2390.465345598981,2390.465345598981,3000.0,2462.524
T000018,1995-01-31,1950.0,2390.465345598981,2390.465345598981,3900.0,2409.2803
T000018,1995-02-28,3750.0,2390.465345598981,2390.465345598981,1700.0,2371.5278
T000018,1995-03-31,3000.0,2390.465345598981,2390.465345598981,3400.0,2353.979
T000018,1995-04-30,2200.0,2390.465345598981,2390.465345598981,2800.0,2346.6392
T000018,1995-05-31,2900.0,2390.465345598981,2390.465345598981,2400.0,2371.1423
T000018,1995-06-30,3900.0,2390.465345598981,2390.465345598981,1850.0,2389.26
T000018,1995-07-31,3350.0,2390.465345598981,2390.465345598981,1850.0,2368.588
T000018,1995-08-31,1500.0,2390.465345598981,2390.465345598981,2900.0,2309.2656
T000018,1995-09-30,3050.0,2390.465345598981,2390.465345598981,1300.0,2313.662
T000019,1994-10-31,3450.0,3644.0830598990697,3644.0830598990697,3950.0,3201.755
T000019,1994-11-30,4450.0,3644.0830598990697,3644.0830598990697,3100.0,3152.2551
T000019,1994-12-31,3650.0,3644.0830598990697,3644.0830598990697,2900.0,3109.5981
T000019,1995-01-31,2350.0,3644.0830598990697,3644.0830598990697,3200.0,3078.9402
T000019,1995-02-28,1900.0,3644.0830598990697,3644.0830598990697,3150.0,3036.6443
T000019,1995-03-31,3000.0,3644.0830598990697,3644.0830598990697,3100.0,3005.5842
T000019,1995-04-30,3200.0,3644.0830598990697,3644.0830598990697,4250.0,2962.1846
T000019,1995-05-31,4450.0,3644.0830598990697,3644.0830598990697,2750.0,2937.6125
T000019,1995-06-30,5350.0,3644.0830598990697,3644.0830598990697,3950.0,2900.9988
T000019,1995-07-31,4050.0,3644.0830598990697,3644.0830598990697,4300.0,2864.82
T000019,1995-08-31,3000.0,3644.0830598990697,3644.0830598990697,4350.0,2815.3987
T000019,1995-09-30,4150.0,3644.0830598990697,3644.0830598990697,2450.0,2774.0867
T000020,1994-10-31,3600.0,4767.867026440474,4769.064907100828,4600.0,4228.923
T000020,1994-11-30,3200.0,4764.4558224103785,4769.064907100828,2800.0,4167.3623
T000020,1994-12-31,2100.0,4764.093692434658,4769.064907100828,4700.0,4094.8413
T000020,1995-01-31,3000.0,4764.055249082059,4769.064907100828,3100.0,4011.6084
T000020,1995-02-28,2400.0,4764.051167974561,4769.064907100828,2700.0,3908.21
T000020,1995-03-31,3400.0,4764.05073472831,4769.064907100828,3400.0,3844.7585
T000020,1995-04-30,2600.0,4764.050688735326,4769.064907100828,5800.0,3793.0208
T000020,1995-05-31,6000.0,4764.050683852757,4769.064907100828,6000.0,3742.039
T000020,1995-06-30,5100.0,4764.050683334429,4769.064907100828,6700.0,3660.4934
T000020,1995-07-31,4100.0,4764.0506832794035,4769.064907100828,4200.0,3571.2683
T000020,1995-08-31,2900.0,4764.050683273562,4769.064907100828,4400.0,3505.9272
T000020,1995-09-30,2900.0,4764.050683272942,4769.064907100828,4800.0,3449.011
T000021,1994-10-31,2300.0,3117.0867169111357,3117.0867169111357,1900.0,2728.705
T000021,1994-11-30,1700.0,3117.0867169111357,3117.0867169111357,1100.0,2725.7175
T000021,1994-12-31,1700.0,3117.0867169111357,3117.0867169111357,1700.0,2671.4863
T000021,1995-01-31,1400.0,3117.0867169111357,3117.0867169111357,2600.0,2657.3748
T000021,1995-02-28,1400.0,3117.0867169111357,3117.0867169111357,1600.0,2622.1501
T000021,1995-03-31,3600.0,3117.0867169111357,3117.0867169111357,2100.0,2663.544
T000021,1995-04-30,1900.0,3117.0867169111357,3117.0867169111357,4700.0,2679.0994
T000021,1995-05-31,3700.0,3117.0867169111357,3117.0867169111357,5000.0,2629.9185
T000021,1995-06-30,2600.0,3117.0867169111357,3117.0867169111357,5700.0,2683.3545
T000021,1995-07-31,4100.0,3117.0867169111357,3117.0867169111357,2000.0,2622.6455
T000021,1995-08-31,4300.0,3117.0867169111357,3117.0867169111357,2200.0,2602.9556
T000021,1995-09-30,5900.0,3117.0867169111357,3117.0867169111357,3000.0,2627.5012
T000022,1994-10-31,3040.0,2574.9987525398096,2639.9390032113533,3030.0,2484.2002
T000022,1994-11-30,2205.0,2665.37810869372,2639.9390032113533,2410.0,2463.889
T000022,1994-12-31,3315.0,2665.37810869372,2639.9390032113533,2570.0,2446.369
T000022,1995-01-31,4295.0,2665.37810869372,2639.9390032113533,2675.0,2422.2935
T000022,1995-02-28,2185.0,2665.37810869372,2639.9390032113533,3100.0,2405.1453
T000022,1995-03-31,3065.0,2665.37810869372,2639.9390032113533,3025.0,2377.4312
T000022,1995-04-30,2915.0,2665.37810869372,2639.9390032113533,2805.0,2364.0674
T000022,1995-05-31,3065.0,2665.37810869372,2639.9390032113533,3770.0,2340.5088
T000022,1995-06-30,3600.0,2665.37810869372,2639.9390032113533,2570.0,2325.1897
T000022,1995-07-31,3620.0,2665.37810869372,2639.9390032113533,1890.0,2305.854
T000022,1995-08-31,2120.0,2665.37810869372,2639.9390032113533,2840.0,2278.198
T000022,1995-09-30,2150.0,2665.37810869372,2639.9390032113533,2330.0,2280.752
T000023,1994-10-31,3100.0,2604.6054478196847,2604.6054478196847,1250.0,2181.4033
T000023,1994-11-30,650.0,2724.6321953909733,2724.6321953909733,2100.0,2159.1406
T000023,1994-12-31,1250.0,2710.159120266154,2710.159120266154,2850.0,2096.1016
T000023,1995-01-31,1450.0,2711.9043137984895,2711.9043137984895,1500.0,2078.955
T000023,1995-02-28,1300.0,2711.693874728766,2711.693874728766,3500.0,2028.0684
T000023,1995-03-31,1500.0,2711.7192499099397,2711.7192499099397,2400.0,2010.9247
T000023,1995-04-30,900.0,2711.716190117761,2711.716190117761,2350.0,1966.5928
T000023,1995-05-31,2500.0,2711.7165590738728,2711.7165590738728,2850.0,1889.0806
T000023,1995-06-30,2350.0,2711.7165145843765,2711.7165145843765,850.0,1856.8713
T000023,1995-07-31,850.0,2711.7165199490123,2711.7165199490123,1900.0,1820.262
T000023,1995-08-31,1150.0,2711.7165193021333,2711.7165193021333,4300.0,1783.9617
T000023,1995-09-30,2050.0,2711.716519380135,2711.716519380135,3600.0,1774.2104
T000024,1994-10-31,3592.0,3224.6891804272277,3244.732613533948,2766.0,3172.131
T000024,1994-11-30,2770.0,3214.0006341932244,3244.732613533948,2640.0,3170.1938
T000024,1994-12-31,3570.0,3213.0741540920276,3244.732613533948,2512.0,3167.5808
T000024,1995-01-31,4020.0,3212.993847064381,3244.732613533948,2672.0,3161.3237
T000024,1995-02-28,3368.0,3212.9868860744136,3244.732613533948,3158.0,3159.7886
T000024,1995-03-31,3954.0,3212.9862826978133,3244.732613533948,4536.0,3171.616
T000024,1995-04-30,3404.0,3212.9862303973036,3244.732613533948,3090.0,3181.8154
T000024,1995-05-31,3984.0,3212.9862258639105,3244.732613533948,3468.0,3172.9133
T000024,1995-06-30,3910.0,3212.9862254709574,3244.732613533948,2870.0,3172.4697
T000024,1995-07-31,3784.0,3212.9862254368963,3244.732613533948,2824.0,3189.0552
T000024,1995-08-31,3682.0,3212.986225433944,3244.732613533948,3594.0,3187.5896
T000024,1995-09-30,3454.0,3212.986225433688,3244.732613533948,3348.0,3181.2373
T000025,1994-10-31,1300.0,3043.0473016408905,2695.4483234054032,1700.0,2654.052
T000025,1994-11-30,1100.0,2823.166372573188,2695.4483234054032,2250.0,2624.6802
T000025,1994-12-31,2750.0,2793.07984730269,2695.4483234054032,1750.0,2568.9297
T000025,1995-01-31,2350.0,2788.963078255504,2695.4483234054032,3950.0,2544.0688
T000025,1995-02-28,1400.0,2788.399776669977,2695.4483234054032,3200.0,2537.5894
T000025,1995-03-31,1900.0,2788.3226995561968,2695.4483234054032,2350.0,2582.8848
T000025,1995-04-30,500.0,2788.3121530183894,2695.4483234054032,2900.0,2610.146
T000025,1995-05-31,850.0,2788.310709925177,2695.4483234054032,2850.0,2584.644
T000025,1995-06-30,2550.0,2788.310512465304,2695.4483234054032,1250.0,2549.29
T000025,1995-07-31,3950.0,2788.3104854466737,2695.4483234054032,2000.0,2498.4932
T000025,1995-08-31,2850.0,2788.310481749688,2695.4483234054032,1350.0,2496.295
T000025,1995-09-30,2900.0,2788.3104812438255,2695.4483234054032,4650.0,2562.0605
T000026,1994-10-31,2900.0,3217.135355761284,2683.9760160660235,3260.0,3361.6045
T000026,1994-11-30,2600.0,3232.773877550103,3604.281175974504,3680.0,3393.417
T000026,1994-12-31,4120.0,3232.773877550103,3181.61063254895,3080.0,3399.4534
T000026,1995-01-31,2300.0,3232.773877550103,3118.802419512674,2440.0,3396.348
T000026,1995-02-28,5320.0,3232.773877550103,3161.762770812294,2260.0,3419.7727
T000026,1995-03-31,2800.0,3232.773877550103,3132.3782095492506,4160.0,3420.8438
T000026,1995-04-30,2240.0,3232.773877550103,3152.4770312418286,3520.0,3434.3743
